portfolio_id,year_month,old_monthly_return,new_monthly_return,independent_raw,independent_10dp,classification,position_start_date,expanded_weights,reason,source_row_number,monthly_classification,q1_operational_start,q2_finality,q3_monthly_boundary,q4_window_separation
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2015-07,0.0601780487,0.0441620602,0.01961061112995572451480438222,0.0196106111,neither,2015-07-01,"{""TECL"":0.375,""TMV"":0.25,""TQQQ"":0.375}",,301,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2015-08,-0.1142696311,-0.0658077369,-0.03980126377647267764056828870,-0.0398012638,neither,2015-08-03,"{""XLU"":1.0}",,302,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2015-11,0.0088099403,0.0044049701,-0.01014281090199473794293811830,-0.0101428109,neither,2015-11-02,"{""TQQQ"":0.5}",,303,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2015-12,-0.0623665561,-0.0680969021,-0.04459950383322020869927948633,-0.0445995038,neither,2015-12-01,"{""TECL"":0.25,""TQQQ"":0.25}",,304,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2016-01,-0.0351780723,0.0296982362,0.0258161170384888877113927620,0.0258161170,neither,2016-01-04,"{""XLU"":0.5}",,305,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2016-02,0.0047985795,0.0098202776,-0.01081001793487654040091748367,-0.0108100179,neither,2016-02-01,"{""TECL"":0.125,""TQQQ"":0.125,""XLU"":0.25}",,306,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2016-03,0.1515880809,0.1427875536,0.08265138014528352502860741337,0.0826513801,neither,2016-03-01,"{""TECL"":0.125,""TQQQ"":0.375,""XLU"":0.25}",,307,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2016-04,-0.0855285875,-0.0546770272,-0.05470166649846278139461720635,-0.0547016665,neither,2016-04-01,"{""GLD"":0.5,""TECL"":0.5}",,308,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2016-08,-0.045599782,-0.0152066254,-0.01718001237990578305378722580,-0.0171800124,neither,2016-08-01,"{""GLD"":0.5}",,309,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2016-09,0.0270477341,0.0189172039,0.0454644711602016827455637040,0.0454644712,neither,2016-09-01,"{""TECL"":1.0}",,310,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2016-10,-0.013185182,-0.0051649338,0.000951246368225438186219315400,0.0009512464,neither,2016-10-03,"{""GLD"":0.25,""TECL"":0.25,""XLU"":0.5}",,311,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2016-11,-0.0443023191,-0.0025627653,0.06116013335497422453900120262,0.0611601334,neither,2016-11-01,"{""GLD"":0.25,""TMV"":0.25,""TQQQ"":0.5}",,312,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2016-12,-0.0163485125,-0.0007539585,0.01824974837453944969568341015,0.0182497484,neither,2016-12-01,"{""GLD"":0.25,""TMV"":0.25,""XLU"":0.5}",,313,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2017-02,0.1650709642,0.0855370052,0.05105187975522723813055083942,0.0510518798,neither,2017-02-01,"{""GLD"":0.25,""TECL"":0.5,""TMV"":0.25}",,314,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2017-06,-0.0967975768,-0.0772375102,-0.07424250779877170855849090940,-0.0742425078,neither,2017-06-01,"{""GLD"":0.25,""TQQQ"":0.75}",,315,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2018-06,0.0515453029,0.0448884116,0.03564718069217668628660281378,0.0356471807,neither,2018-06-01,"{""TQQQ"":0.125,""XLU"":0.875}",,316,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2018-08,0.0885251466,0.0524722649,0.03822041939772273623221892023,0.0382204194,neither,2018-08-01,"{""TECL"":0.25,""TMV"":0.25,""XLU"":0.5}",,317,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2018-10,0.0350766876,0.0347467748,0.03841979434693450851607306230,0.0384197943,neither,2018-10-01,"{""TMV"":0.3333333333333333,""XLU"":0.6666666666666666}",,318,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2018-12,-0.0117998204,0.0046661881,0.00840865787576820512922824795,0.0084086579,neither,2018-12-03,"{""GLD"":0.5,""XLU"":0.25}",,319,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2019-02,0.1563854132,0.1180716608,0.0997633187169836598183276210,0.0997633187,neither,2019-02-01,"{""TQQQ"":1.0}",,320,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2019-05,0.0391195932,-0.0029156263,0.01885398186940655661327101650,0.0188539819,neither,2019-05-01,"{""GLD"":0.75,""XLU"":0.25}",,321,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2019-06,0.0440411996,0.1307565056,0.1364480220306117905751554700,0.1364480220,neither,2019-06-03,"{""GLD"":0.75,""TECL"":0.25}",,322,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2020-01,0.0575523924,0.0585225639,0.0591978422822702749627730165,0.0591978423,neither,2020-01-02,"{""GLD"":0.5,""XLU"":0.5}",,323,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2020-02,-0.0214464552,-0.0223340699,-0.05065489761445488147077048400,-0.0506548976,neither,2020-02-03,"{""GLD"":0.5,""XLU"":0.5}",,324,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2020-06,0.2048705349,0.2054191878,0.1727595805688422044599224680,0.1727595806,neither,2020-06-01,"{""TECL"":0.25,""TQQQ"":0.75}",,325,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2021-04,0.0410000982,0.0303327413,0.02709262865574055653438426725,0.0270926287,neither,2021-04-01,"{""GLD"":0.25,""XLU"":0.5}",,326,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2021-05,0.0285350078,-0.0003478824,0.003199105551375627546655709125,0.0031991056,neither,2021-05-03,"{""GLD"":0.25,""TMV"":0.25,""XLU"":0.5}",,327,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2021-06,-0.0988835614,-0.0048734088,-0.1000856394034149495598787690,-0.1000856394,neither,2021-06-01,"{""GLD"":0.5,""TMV"":0.5}",,328,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2021-09,-0.0516076102,-0.0669938292,-0.05269775493965596555413322530,-0.0526977549,neither,2021-09-01,"{""GLD"":0.5,""XLU"":0.5}",,329,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2021-11,-0.0187637561,0.0385774997,-0.02055106761584493089516571300,-0.0205510676,neither,2021-11-01,"{""XLU"":1.0}",,330,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2022-02,0.0331881032,-0.0066086029,0.004672983938740316134088458050,0.0046729839,neither,2022-02-01,"{""TMV"":0.25,""XLU"":0.25}",,331,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2022-07,0.1610713242,0.0493536127,-0.00552595844053979022840839997,-0.0055259584,neither,2022-07-01,"{""TMV"":0.25,""XLU"":0.25}",,332,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2022-09,-0.0388793422,0.0110032302,0.01777744687961619757807650100,0.0177774469,neither,2022-09-01,"{""TMV"":0.25,""XLU"":0.25}",,333,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2022-11,0.090190187,0.1413935929,0.1368142375017429901369237102,0.1368142375,neither,2022-11-01,"{""TQQQ"":0.75,""XLU"":0.25}",,334,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2023-01,0.2120219935,0.137016538,0.1116065020658645144692488149,0.1116065021,neither,2023-01-03,"{""TQQQ"":0.3333333333333333,""XLU"":0.3333333333333333}",,335,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2023-02,-0.0810089211,-0.0340858677,-0.03156942951085088427242861765,-0.0315694295,neither,2023-02-01,"{""GLD"":0.25,""XLU"":0.25}",,336,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2023-05,0.2084471195,0.0692921187,0.05615321712316500535882163132,0.0561532171,neither,2023-05-01,"{""GLD"":0.25,""TQQQ"":0.25}",,337,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2023-09,0.0779224377,0.0221414125,-0.03237096558294084020089204413,-0.0323709656,neither,2023-09-01,"{""GLD"":0.25,""TMV"":0.25,""TQQQ"":0.5}",,338,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2023-11,0.2834347698,0.1593363137,0.1617969475206540633464478722,0.1617969475,neither,2023-11-01,"{""TECL"":0.125,""TMV"":0.25,""TQQQ"":0.625}",,339,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2024-03,0.0659281902,0.0525996783,0.04939717600206137844322402126,0.0493971760,neither,2024-03-01,"{""TECL"":0.125,""TMV"":0.125,""XLU"":0.75}",,340,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2024-05,0.0404616501,0.0927806705,0.1345504751624963537713863728,0.1345504752,neither,2024-05-01,"{""GLD"":0.25,""TECL"":0.25,""TQQQ"":0.25,""XLU"":0.25}",,341,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2024-07,0.095019968,0.0633466454,0.05044086837860354836243493681,0.0504408684,neither,2024-07-01,"{""XLU"":0.6666666666666666}",,342,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2024-08,0.0060647372,0.0040431582,0.03747148215882063629070683478,0.0374714822,neither,2024-08-01,"{""TQQQ"":0.3333333333333333,""XLU"":0.3333333333333333}",,343,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2024-12,-0.0535017054,-0.03565811,-0.04754663842684412420421160460,-0.0475466384,neither,2024-12-02,"{""TECL"":0.5,""TQQQ"":0.5}",,344,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2025-06,0.0957005608,0.1186250772,0.2189383465487486922979234970,0.2189383465,neither,2025-06-02,"{""TECL"":0.5,""TQQQ"":0.5}",,345,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2025-11,-0.0042947906,0.0379087826,0.03452827551519199799080362848,0.0345282755,neither,2025-11-03,"{""GLD"":0.6666666666666666}",,346,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2026-01,0.0124074448,0.017814884,0.02147101157551767209251754558,0.0214710116,neither,2026-01-02,"{""GLD"":0.25,""TECL"":0.375,""TMV"":0.125,""XLU"":0.25}",,347,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2026-02,0.1293209144,0.0719450587,0.06191176430084006567691224820,0.0619117643,neither,2026-02-02,"{""GLD"":0.5,""TECL"":0.125,""TMV"":0.125,""XLU"":0.25}",,348,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
33b80ea7-e4fe-4553-a477-9f40cf32b6f7,2026-04,0.1645806451,0.1912806138,0.1481373980111782323689230559,0.1481373980,neither,2026-04-01,"{""TECL"":0.125,""TQQQ"":0.125,""XLU"":0.75}",,349,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
3b8664b4-3c45-427d-8db1-a12bb2ccc113,2015-05,0.0196427761,0.0214496283,0.0185499925585854526197696910,0.0185499926,neither,2015-05-01,"{""TECL"":0.5,""TQQQ"":0.5}",,350,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
3b8664b4-3c45-427d-8db1-a12bb2ccc113,2015-10,0.3713195658,0.3557671207,0.3370280644254986385606734400,0.3370280644,neither,2015-10-01,"{""TECL"":1.0}",,351,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
3b8664b4-3c45-427d-8db1-a12bb2ccc113,2015-11,0.0103963197,0.0081052926,-0.01014281090199473794293811830,-0.0101428109,neither,2015-11-02,"{""TQQQ"":0.5}",,352,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
3b8664b4-3c45-427d-8db1-a12bb2ccc113,2016-01,-0.1319445513,-0.059369692,-0.04344560719783785933197991710,-0.0434456072,neither,2016-01-04,"{""TMV"":0.5,""XLU"":0.5}",,353,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
3b8664b4-3c45-427d-8db1-a12bb2ccc113,2016-03,0.1408084366,0.0704042183,0.0520212927245554756843152755,0.0520212927,neither,2016-03-01,"{""TQQQ"":0.5}",,354,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
3b8664b4-3c45-427d-8db1-a12bb2ccc113,2016-05,0.1161158667,0.0065222133,0.01053081822426595349316357507,0.0105308182,neither,2016-05-02,"{""GLD"":0.625,""TECL"":0.375}",,355,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
3b8664b4-3c45-427d-8db1-a12bb2ccc113,2016-07,0.2238369265,0.1887980795,0.1848904478391172312122186499,0.1848904478,neither,2016-07-01,"{""GLD"":0.125,""TECL"":0.5,""TQQQ"":0.375}",,356,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
3b8664b4-3c45-427d-8db1-a12bb2ccc113,2016-09,-0.0054743866,0.0107866738,0.02176508182906512913834332988,0.0217650818,neither,2016-09-01,"{""GLD"":0.125,""TECL"":0.375,""XLU"":0.5}",,357,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
3b8664b4-3c45-427d-8db1-a12bb2ccc113,2016-10,0.0047619733,-0.0113147118,0.000951246368225438186219315400,0.0009512464,neither,2016-10-03,"{""GLD"":0.25,""TECL"":0.25,""XLU"":0.5}",,358,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
3b8664b4-3c45-427d-8db1-a12bb2ccc113,2016-11,0.3074467718,0.0937337801,0.2696805577625299088382124520,0.2696805578,neither,2016-11-01,"{""TMV"":1.0}",,359,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
3b8664b4-3c45-427d-8db1-a12bb2ccc113,2016-12,0.0547443074,0.0273721537,0.0286781235395967417174431910,0.0286781235,neither,2016-12-01,"{""XLU"":0.5}",,360,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
3b8664b4-3c45-427d-8db1-a12bb2ccc113,2017-01,-0.002477115,0.009887951,0.01459570984619404890403777168,0.0145957098,neither,2017-01-03,"{""GLD"":0.25,""TMV"":0.25,""XLU"":0.5}",,361,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
3b8664b4-3c45-427d-8db1-a12bb2ccc113,2017-07,0.1647367688,0.116312614,0.0290024279095408439257255840,0.0290024279,neither,2017-07-03,"{""XLU"":1.0}",,362,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
3b8664b4-3c45-427d-8db1-a12bb2ccc113,2017-08,0.042837776,0.0454994081,0.0435610215271574523765203650,0.0435610215,neither,2017-08-01,"{""TQQQ"":1.0}",,363,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
3b8664b4-3c45-427d-8db1-a12bb2ccc113,2018-07,0.0022931027,0.001719827,0.0043951913674597900460802390,0.0043951914,neither,2018-07-02,"{""XLU"":0.5}",,364,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
3b8664b4-3c45-427d-8db1-a12bb2ccc113,2018-11,0.0505146016,0.0208977904,0.01797214651654542036160395960,0.0179721465,neither,2018-11-01,"{""TMV"":0.25,""XLU"":0.75}",,365,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
3b8664b4-3c45-427d-8db1-a12bb2ccc113,2019-04,0.1403129509,0.1270927374,0.1111039519128168488718585303,0.1111039519,neither,2019-04-01,"{""GLD"":0.25,""TECL"":0.75}",,366,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
3b8664b4-3c45-427d-8db1-a12bb2ccc113,2019-09,0.0219739205,0.0107745383,0.01761136248137867964331825678,0.0176113625,neither,2019-09-03,"{""GLD"":0.25,""TECL"":0.1875,""TQQQ"":0.0625,""XLU"":0.5}",,367,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
3b8664b4-3c45-427d-8db1-a12bb2ccc113,2019-12,0.2244814867,0.1743689631,0.1631857474409568600156736265,0.1631857474,neither,2019-12-02,"{""TECL"":0.5,""TQQQ"":0.5}",,368,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
3b8664b4-3c45-427d-8db1-a12bb2ccc113,2020-01,0.0922304935,0.057255215,0.0663894228129786693527106195,0.0663894228,neither,2020-01-02,"{""TECL"":0.5,""XLU"":0.5}",,369,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
